Distance,lat,lon,Elevation,depth
5293,39.80212702,-119.005186,1241.570091,-1.241570091
5304,39.80203575,-119.0052401,1241.405636,-1.241405636
5315,39.80194446,-119.0052941,1241.393727,-1.241393727
5326,39.80185318,-119.0053481,1241.432636,-1.241432636
5337,39.8017619,-119.0054021,1241.546091,-1.241546091
5348,39.80167064,-119.0054562,1241.729636,-1.241729636
5359,39.80157936,-119.0055102,1241.843545,-1.241843545
5370,39.80148808,-119.0055642,1241.775545,-1.241775545
5381,39.8013968,-119.0056183,1241.332455,-1.241332455
5392,39.80130552,-119.0056723,1241.412636,-1.241412636
5403,39.80121425,-119.0057263,1241.340455,-1.241340455
5414,39.80112297,-119.0057804,1241.005818,-1.241005818
5425,39.80103169,-119.0058344,1240.674636,-1.240674636
5436,39.80094041,-119.0058884,1240.459818,-1.240459818
5447,39.80084913,-119.0059424,1240.165455,-1.240165455
5458,39.80075786,-119.0059965,1240.028273,-1.240028273
5469,39.80066659,-119.0060505,1239.828818,-1.239828818
5480,39.80057531,-119.0061045,1239.731727,-1.239731727
5491,39.80048402,-119.0061586,1239.729364,-1.239729364
5502,39.80039602,-119.0062107,1239.633909,-1.239633909
5513,39.80034256,-119.0062427,1239.549,-1.239549
5524,39.80026353,-119.0062818,1239.451818,-1.239451818
5535,39.80016998,-119.0063261,1239.520364,-1.239520364
5546,39.80007644,-119.0063704,1239.529636,-1.239529636
5557,39.79998289,-119.0064147,1239.412636,-1.239412636
5568,39.79988933,-119.006459,1239.347727,-1.239347727
5579,39.79979579,-119.0065033,1239.330636,-1.239330636
5590,39.79970224,-119.0065476,1239.307364,-1.239307364
5601,39.79961065,-119.0065771,1239.604818,-1.239604818
5612,39.79953204,-119.0065094,1240.060091,-1.240060091
5623,39.79945577,-119.006424,1240.501455,-1.240501455
5634,39.7993795,-119.0063385,1241.041545,-1.241041545
5645,39.79930322,-119.0062531,1241.644545,-1.241644545
5656,39.79922696,-119.0061677,1242.285455,-1.242285455
5667,39.79915069,-119.0060822,1243.092,-1.243092
5678,39.79913352,-119.0060231,1243.474,-1.243474
5689,39.7992309,-119.0060152,1243.028182,-1.243028182
5700,39.79933119,-119.0060085,1242.632818,-1.242632818
5711,39.79943149,-119.0060018,1242.338364,-1.242338364
5722,39.79953178,-119.0059951,1242.063727,-1.242063727
5733,39.79963208,-119.0059885,1241.791091,-1.241791091
5744,39.79973237,-119.0059818,1241.633455,-1.241633455
5755,39.79983266,-119.0059751,1241.317818,-1.241317818
5766,39.79993295,-119.0059685,1241.084818,-1.241084818
5777,39.80003325,-119.0059618,1240.996727,-1.240996727
5788,39.80013355,-119.0059551,1240.854727,-1.240854727
5799,39.80023385,-119.0059484,1240.747818,-1.240747818
5810,39.80033415,-119.0059418,1240.677455,-1.240677455
5821,39.80043444,-119.0059351,1240.584818,-1.240584818
5832,39.8005205,-119.0059059,1240.598636,-1.240598636
5843,39.80055065,-119.0057885,1241.035182,-1.241035182
5854,39.80057518,-119.0056622,1241.530636,-1.241530636
5865,39.8005997,-119.0055358,1242.026545,-1.242026545
5876,39.80062423,-119.0054095,1242.542091,-1.242542091
5887,39.80064876,-119.0052832,1243.123,-1.243123
5898,39.80067328,-119.0051568,1243.808909,-1.243808909
5909,39.80069781,-119.0050305,1244.625091,-1.244625091
5920,39.80072233,-119.0049042,1245.191273,-1.245191273
5931,39.80074798,-119.0047808,1245.857,-1.245857
5942,39.8008177,-119.0047698,1245.554364,-1.245554364
5953,39.80091015,-119.004817,1245.199182,-1.245199182
5964,39.80100261,-119.0048641,1244.864727,-1.244864727
5975,39.80109505,-119.0049113,1244.608727,-1.244608727
5986,39.8011875,-119.0049584,1244.141091,-1.244141091
5997,39.80127994,-119.0050056,1243.666182,-1.243666182
6008,39.8013724,-119.0050527,1243.264364,-1.243264364
6019,39.80146484,-119.0050999,1243.017636,-1.243017636
6030,39.80155729,-119.005147,1242.684091,-1.242684091
6041,39.8016491,-119.0051931,1242.365909,-1.242365909
6052,39.80167851,-119.0051324,1242.478273,-1.242478273
6063,39.80166719,-119.005002,1242.891273,-1.242891273
6074,39.80165588,-119.0048716,1243.324545,-1.243324545
6085,39.80164456,-119.0047412,1243.844,-1.243844
6096,39.80163323,-119.0046108,1244.395727,-1.244395727
6107,39.80162192,-119.0044804,1244.925091,-1.244925091
6118,39.8016106,-119.00435,1245.401,-1.245401
6129,39.80159928,-119.0042197,1245.842727,-1.245842727
6140,39.80158796,-119.0040893,1246.306545,-1.246306545
6151,39.80157664,-119.0039589,1247.224909,-1.247224909
6162,39.80156531,-119.0038285,1248.188,-1.248188
6173,39.80157127,-119.0037315,1248.639182,-1.248639182
6184,39.8016512,-119.0037775,1248.014182,-1.248014182
6195,39.80173939,-119.0038395,1247.390455,-1.247390455
6206,39.80182753,-119.0039014,1247.038545,-1.247038545
6217,39.80191572,-119.0039633,1246.688727,-1.246688727
6228,39.80200387,-119.0040253,1246.266636,-1.246266636
6239,39.80209205,-119.0040872,1245.956364,-1.245956364
6250,39.8021802,-119.0041492,1245.584909,-1.245584909
6261,39.80226838,-119.0042111,1245.128273,-1.245128273
6272,39.80235652,-119.004273,1244.702636,-1.244702636
6283,39.80244471,-119.004335,1244.294545,-1.244294545
6294,39.80253285,-119.0043969,1243.782455,-1.243782455
6305,39.80262104,-119.0044589,1243.283273,-1.243283273
6316,39.80269436,-119.0044925,1243.429273,-1.243429273
6327,39.80269315,-119.0043839,1243.830636,-1.243830636
6338,39.80268165,-119.0042556,1244.306909,-1.244306909
6349,39.80267014,-119.0041273,1244.782455,-1.244782455
6360,39.80265863,-119.0039991,1245.252909,-1.245252909
6371,39.80264712,-119.0038708,1245.720273,-1.245720273
6382,39.80263561,-119.0037425,1246.179091,-1.246179091
6393,39.80262411,-119.0036143,1246.662273,-1.246662273
6404,39.80261258,-119.003486,1247.168364,-1.247168364
6415,39.80260109,-119.0033577,1247.589091,-1.247589091
6426,39.80258957,-119.0032294,1248.016455,-1.248016455
6437,39.80257806,-119.0031012,1248.610727,-1.248610727
6448,39.80256654,-119.0029729,1249.308636,-1.249308636
6459,39.8025824,-119.0028931,1249.597909,-1.249597909
6470,39.80267047,-119.0029417,1249.338727,-1.249338727
6481,39.80276239,-119.002997,1249.011909,-1.249011909
6492,39.80285432,-119.0030524,1248.540636,-1.248540636
6503,39.80294623,-119.0031077,1248.067455,-1.248067455
6514,39.80303816,-119.003163,1247.713364,-1.247713364
6525,39.80313007,-119.0032184,1247.245636,-1.247245636
6536,39.803222,-119.0032737,1246.873091,-1.246873091
6547,39.80331392,-119.0033291,1246.666273,-1.246666273
6558,39.80340584,-119.0033844,1246.220636,-1.246220636
6569,39.80349777,-119.0034398,1246.130182,-1.246130182
6580,39.80358967,-119.003495,1246.121545,-1.246121545
6591,39.80367293,-119.0035331,1245.954818,-1.245954818
6602,39.80368658,-119.0034324,1246.207455,-1.246207455
6613,39.80368522,-119.0033016,1246.519818,-1.246519818
6624,39.80368384,-119.0031709,1246.983909,-1.246983909
6635,39.80368247,-119.0030402,1247.619909,-1.247619909
6646,39.8036811,-119.0029095,1248.265182,-1.248265182
6657,39.80367974,-119.0027787,1248.938182,-1.248938182
6668,39.80367836,-119.002648,1249.564909,-1.249564909
6679,39.80367698,-119.0025173,1249.858182,-1.249858182
6690,39.80367561,-119.0023865,1250.051818,-1.250051818
6701,39.80367423,-119.0022558,1250.365727,-1.250365727
6712,39.80367287,-119.0021251,1250.749455,-1.250749455
6723,39.80368702,-119.0020271,1251.057636,-1.251057636
6734,39.80376768,-119.0020693,1250.498727,-1.250498727
6745,39.80385575,-119.0021271,1250.231636,-1.250231636
6756,39.8039438,-119.0021849,1250.279818,-1.250279818
6767,39.80403187,-119.0022427,1250.024818,-1.250024818
6778,39.80411992,-119.0023005,1248.882091,-1.248882091
6789,39.80420799,-119.0023583,1247.743636,-1.247743636
6800,39.80429604,-119.0024161,1248.045273,-1.248045273
6811,39.80438412,-119.0024739,1248.682182,-1.248682182
6822,39.80447217,-119.0025318,1249.380636,-1.249380636
6833,39.80456023,-119.0025896,1249.294273,-1.249294273
6844,39.80462627,-119.0026038,1249.285909,-1.249285909
6855,39.80462392,-119.0024824,1249.506545,-1.249506545
6866,39.80461684,-119.0023517,1249.780545,-1.249780545
6877,39.80460977,-119.002221,1250.076818,-1.250076818
6888,39.80460269,-119.0020903,1250.371182,-1.250371182
6899,39.80459562,-119.0019596,1250.693909,-1.250693909
6910,39.80458855,-119.0018289,1251.008909,-1.251008909
6921,39.80458146,-119.0016981,1251.312727,-1.251312727
6932,39.8045744,-119.0015674,1251.539,-1.251539
6943,39.80456732,-119.0014367,1251.786091,-1.251786091
6954,39.80456025,-119.001306,1252.040182,-1.252040182
6965,39.80455316,-119.0011753,1252.250545,-1.252250545
6976,39.80456764,-119.0010904,1252.277182,-1.252277182
6987,39.80464912,-119.0011479,1251.765182,-1.251765182
6998,39.80473517,-119.0012153,1251.264909,-1.251264909
7009,39.80482122,-119.0012826,1250.928727,-1.250928727
7020,39.8049073,-119.00135,1250.624818,-1.250624818
7031,39.8049934,-119.0014173,1250.184545,-1.250184545
7042,39.80507945,-119.0014846,1250.333636,-1.250333636
7053,39.80516549,-119.0015519,1250.492545,-1.250492545
7064,39.80525158,-119.0016193,1250.108727,-1.250108727
7075,39.80533768,-119.0016866,1249.934,-1.249934
7086,39.80542372,-119.0017539,1250.465909,-1.250465909
7097,39.80550977,-119.0018213,1250.675182,-1.250675182
7108,39.80559588,-119.0018886,1250.536182,-1.250536182
7119,39.80563371,-119.0018575,1250.606545,-1.250606545
7130,39.80562336,-119.0017278,1250.798727,-1.250798727
7141,39.80561301,-119.0015981,1250.746455,-1.250746455
7152,39.80560265,-119.0014685,1250.236545,-1.250236545
7163,39.8055923,-119.0013388,1250.641909,-1.250641909
7174,39.80558193,-119.0012092,1250.256,-1.250256
7185,39.80557159,-119.0010795,1250.066818,-1.250066818
7196,39.80556122,-119.0009499,1250.118909,-1.250118909
7207,39.80555087,-119.0008202,1250.336727,-1.250336727
7218,39.80554051,-119.0006906,1250.494636,-1.250494636
7229,39.80553016,-119.0005609,1250.660636,-1.250660636
7240,39.8055198,-119.0004313,1251.023273,-1.251023273
7251,39.80550945,-119.0003016,1251.594909,-1.251594909
7262,39.80549971,-119.0001732,1252.150727,-1.252150727
7273,39.80554988,-119.0001602,1252.128727,-1.252128727
7284,39.80563918,-119.0002226,1251.886364,-1.251886364
7295,39.80572849,-119.000285,1251.628182,-1.251628182
7306,39.80581779,-119.0003474,1251.104182,-1.251104182
7317,39.80590709,-119.0004098,1250.878,-1.250878
7328,39.8059964,-119.0004722,1250.889182,-1.250889182
7339,39.8060857,-119.0005346,1250.771,-1.250771
7350,39.806175,-119.000597,1250.548727,-1.250548727
7361,39.80626431,-119.0006594,1250.964455,-1.250964455
7372,39.80635359,-119.0007218,1251.584909,-1.251584909
7383,39.8064429,-119.0007842,1251.388,-1.251388
7394,39.8065322,-119.0008466,1251.357182,-1.251357182
7405,39.80662087,-119.0009078,1251.437,-1.251437
7416,39.80664828,-119.0008534,1251.498364,-1.251498364
7427,39.8066356,-119.0007235,1251.460727,-1.251460727
7438,39.80662294,-119.0005936,1251.538818,-1.251538818
7449,39.80661032,-119.0004638,1251.728182,-1.251728182
7460,39.80659769,-119.0003339,1251.933,-1.251933
7471,39.80658507,-119.000204,1252.269091,-1.252269091
7482,39.80657237,-119.0000742,1252.680727,-1.252680727
7493,39.80655972,-118.9999443,1253.025,-1.253025
7504,39.8065471,-118.9998144,1253.189636,-1.253189636
7515,39.80653447,-118.9996846,1253.408455,-1.253408455
7526,39.80652184,-118.9995547,1253.631636,-1.253631636
7537,39.80650916,-118.9994248,1253.776545,-1.253776545
7548,39.80649672,-118.9992954,1253.872273,-1.253872273
7559,39.80654169,-118.9992736,1253.900091,-1.253900091
7570,39.80663077,-118.9993348,1253.804182,-1.253804182
7581,39.8067199,-118.9993961,1253.658182,-1.253658182
7592,39.80680895,-118.9994573,1253.466909,-1.253466909
7603,39.80689806,-118.9995185,1253.266273,-1.253266273
7614,39.80698718,-118.9995797,1253.123636,-1.253123636
7625,39.80707622,-118.9996408,1253.020091,-1.253020091
7636,39.80716535,-118.999702,1252.929545,-1.252929545
7647,39.80725444,-118.9997633,1252.864818,-1.252864818
7658,39.80734351,-118.9998245,1252.707636,-1.252707636
7669,39.80743264,-118.9998857,1252.804364,-1.252804364
7680,39.8075217,-118.9999469,1252.65,-1.25265
7691,39.8076108,-119.0000081,1252.383455,-1.252383455
7702,39.8076522,-118.9999828,1252.424364,-1.252424364
7713,39.80763636,-118.9998539,1252.698545,-1.252698545
7724,39.80762052,-118.9997248,1252.933818,-1.252933818
7735,39.80760468,-118.9995959,1253.059727,-1.253059727
7746,39.80758884,-118.9994669,1253.291545,-1.253291545
7757,39.80757299,-118.9993378,1253.489636,-1.253489636
7768,39.80755716,-118.9992089,1253.708364,-1.253708364
7779,39.80754131,-118.9990799,1253.992,-1.253992
7790,39.80752549,-118.9989509,1254.231364,-1.254231364
7801,39.80750963,-118.9988219,1254.473727,-1.254473727
7812,39.80749379,-118.9986929,1254.727182,-1.254727182
7823,39.80747795,-118.9985639,1254.987545,-1.254987545
7834,39.8074621,-118.998435,1255.232182,-1.255232182
7845,39.80746005,-118.9983328,1255.433273,-1.255433273
7856,39.80753381,-118.9983783,1255.315182,-1.255315182
7867,39.80761905,-118.9984462,1255.162636,-1.255162636
7878,39.8077043,-118.9985141,1255.014909,-1.255014909
7889,39.80778954,-118.9985819,1254.891,-1.254891
7900,39.80787479,-118.9986498,1254.751636,-1.254751636
7911,39.80796004,-118.9987177,1254.597909,-1.254597909
7922,39.80804528,-118.9987856,1254.448273,-1.254448273
7933,39.80813053,-118.9988535,1254.318727,-1.254318727
7944,39.80821577,-118.9989214,1254.194455,-1.254194455
7955,39.80830101,-118.9989893,1254.072091,-1.254072091
7966,39.80838626,-118.9990571,1253.951818,-1.253951818
7977,39.8084704,-118.9991226,1253.888364,-1.253888364
7988,39.80849809,-118.999063,1254.016,-1.254016
7999,39.80849433,-118.9989339,1254.185636,-1.254185636
8010,39.80849056,-118.9988047,1254.390909,-1.254390909
8021,39.80848681,-118.9986755,1254.601545,-1.254601545
8032,39.80848303,-118.9985463,1254.800182,-1.254800182
8043,39.80847928,-118.9984172,1254.969182,-1.254969182
8054,39.8084755,-118.998288,1255.177182,-1.255177182
8065,39.80847177,-118.9981588,1255.411909,-1.255411909
8076,39.80846797,-118.9980297,1255.662273,-1.255662273
8087,39.80846425,-118.9979005,1255.955727,-1.255955727
8098,39.80846043,-118.9977713,1256.211909,-1.256211909
8109,39.80845671,-118.9976421,1256.438818,-1.256438818
8120,39.80845367,-118.9975145,1256.725455,-1.256725455
8131,39.80850832,-118.9975019,1256.775545,-1.256775545
8142,39.80859758,-118.9975585,1256.698727,-1.256698727
8153,39.80868682,-118.997615,1256.619909,-1.256619909
8164,39.80877603,-118.9976716,1256.511182,-1.256511182
8175,39.80886524,-118.9977281,1256.474909,-1.256474909
8186,39.80895452,-118.9977847,1256.575818,-1.256575818
8197,39.80904374,-118.9978412,1256.469636,-1.256469636
8208,39.80913295,-118.9978978,1256.434818,-1.256434818
8219,39.80922218,-118.9979543,1256.405091,-1.256405091
8230,39.80931145,-118.9980109,1256.262909,-1.256262909
8241,39.80940066,-118.9980674,1256.353273,-1.256353273
8252,39.80948987,-118.998124,1256.175364,-1.256175364
8263,39.80955062,-118.9981283,1256.244364,-1.256244364
8274,39.80954159,-118.998005,1256.533,-1.256533
8285,39.80952941,-118.9978759,1256.742455,-1.256742455
8296,39.80951724,-118.9977468,1256.950727,-1.256950727
8307,39.80950506,-118.9976177,1257.220727,-1.257220727
8318,39.80949289,-118.9974886,1257.51,-1.25751
8329,39.80948071,-118.9973595,1257.825455,-1.257825455
8340,39.80946852,-118.9972304,1258.092909,-1.258092909
8351,39.80945635,-118.9971012,1258.301,-1.258301
8362,39.80944418,-118.9969721,1258.546455,-1.258546455
8373,39.809432,-118.996843,1258.793182,-1.258793182
8384,39.80941983,-118.9967139,1258.968364,-1.258968364
8395,39.80940786,-118.9965852,1259.237909,-1.259237909
8406,39.80945386,-118.9965605,1259.419818,-1.259419818
8417,39.80954446,-118.9966157,1259.621636,-1.259621636
8428,39.80963505,-118.996671,1259.706909,-1.259706909
8439,39.80972563,-118.9967262,1259.716909,-1.259716909
8450,39.80981624,-118.9967815,1259.692273,-1.259692273
8461,39.80990683,-118.9968367,1259.609727,-1.259609727
8472,39.80999742,-118.996892,1259.476364,-1.259476364
8483,39.81008802,-118.9969473,1259.259455,-1.259259455
8494,39.81017861,-118.9970025,1259.135455,-1.259135455
8505,39.81026921,-118.9970578,1258.906545,-1.258906545
8516,39.8103598,-118.997113,1258.786909,-1.258786909
8527,39.8104504,-118.9971683,1258.488636,-1.258488636
8538,39.8104703,-118.9971482,1258.556273,-1.258556273
8549,39.81041279,-118.9970454,1258.967818,-1.258967818
8560,39.81035528,-118.9969427,1259.262909,-1.259262909
8571,39.81029777,-118.99684,1259.583818,-1.259583818
8582,39.81024026,-118.9967373,1259.936182,-1.259936182
8593,39.81018274,-118.9966346,1260.280545,-1.260280545
8604,39.81012522,-118.9965319,1260.591455,-1.260591455
8615,39.81006772,-118.9964292,1260.861273,-1.260861273
8626,39.81001021,-118.9963264,1261.096909,-1.261096909
8637,39.8099527,-118.9962237,1261.297091,-1.261297091
8646.5,39.80990302,-118.996135,1261.452375,-1.261452375
